trialnum	subject	basicShape	numObjects	speed	initialDirRing0	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	Direction0	Direction1	Direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev1_0	rev1_1	rev1_2	rev1_3	rev2_0	rev2_1	rev2_2	rev2_3	timingBlips
58	M13b	circle	8	0.32	-1	0 	 2.57193667426274 	 2 	 2.0	3.0	4.0	0	-1	1	-1	4.0	-999	-999	2.4059 	3.1959 	-999	-999	1.9046 	3.0709 	-999	-999	2.5832 	4.006 	-999	-999	135
59	M13b	circle	8	0.72	-1	0 	 2.948933282145747 	 2 	 2.0	4.0	0.0	2	-1	1	-1	-999	-999	2.0	2.0468 	2.9151 	4.2961 	-999	2.2855 	3.5658 	-999	-999	2.5977 	3.6697 	-999	-999	155
60	M13b	circle	8	0.32	1	3 	 2.403107610838992 	 3 	 5.0	2.0	3.0	1	1	-1	-1	-999	0.0	-999	1.8697 	2.4238 	3.1892 	-999	1.7239 	2.6093 	-999	-999	2.0747 	2.5801 	-999	-999	126
61	M13b	circle	8	0.22	1	3 	 2.9577145458261875 	 3 	 6.0	6.0	2.0	2	1	-1	-1	-999	-999	-0.0	2.6553 	3.7561 	-999	-999	1.7385 	2.989 	3.7709 	-999	1.9096 	2.7313 	3.4551 	-999	156
62	M13b	circle	4	0.47	-1	0 	 2.6570798011541905 	 3 	 0.0	0.0	2.0	0	-1	1	-1	-1.0	-999	-999	1.8244 	3.0325 	-999	-999	2.4443 	3.9378 	-999	-999	2.5221 	3.4843 	-999	-999	74
63	M13b	circle	8	0.51	1	0 	 2.573000493290672 	 3 	 1.0	6.0	5.0	0	1	-1	-1	-1.0	-999	-999	2.6293 	3.5734 	-999	-999	2.195 	3.3318 	-999	-999	1.7626 	3.001 	-999	-999	135
64	M13b	circle	4	0.48	-1	0 	 2.767284976425317 	 2 	 3.0	2.0	2.0	0	-1	1	-1	-2.0	-999	-999	1.9995 	2.9107 	-999	-999	2.3947 	3.1216 	-999	-999	2.258 	3.6812 	-999	-999	74
65	M13b	circle	4	0.77	1	0 	 2.9870449845489397 	 2 	 0.0	0.0	2.0	1	1	-1	-1	-999	-1.0	-999	2.2145 	3.4167 	-999	-999	1.7166 	2.761 	4.0308 	-999	2.0821 	3.1047 	-999	-999	78
66	M13b	circle	8	0.32	1	0 	 2.281775285523106 	 2 	 3.0	3.0	5.0	2	1	-1	-1	-999	-999	4.0	2.4725 	-999	-999	-999	2.2797 	3.7204 	-999	-999	2.5535 	-999	-999	-999	120
67	M13b	circle	4	0.34	-1	3 	 2.2059184128314824 	 2 	 2.0	1.0	0.0	2	-1	1	-1	-999	-999	-0.0	1.987 	3.4321 	-999	-999	1.7046 	2.8574 	-999	-999	2.2498 	3.6237 	-999	-999	58
68	M13b	circle	4	0.34	1	0 	 2.725514843130637 	 2 	 3.0	1.0	0.0	0	1	-1	-1	1.0	-999	-999	2.309 	3.1494 	-999	-999	2.1364 	3.4343 	-999	-999	1.9482 	2.9098 	-999	-999	77
69	M13b	circle	8	0.18	-1	0 	 2.6241582278653413 	 2 	 1.0	1.0	3.0	2	-1	1	-1	-999	-999	-3.0	2.4615 	3.2258 	-999	-999	2.3024 	2.9933 	-999	-999	2.1462 	3.5761 	-999	-999	138
70	M13b	circle	4	0.77	-1	3 	 2.8112985958972794 	 2 	 1.0	0.0	0.0	2	-1	1	-1	-999	-999	0.0	1.964 	3.1606 	-999	-999	2.6642 	3.4564 	-999	-999	2.5096 	3.3307 	-999	-999	75
71	M13b	circle	8	0.59	-1	3 	 2.34390841774309 	 2 	 2.0	5.0	3.0	0	-1	1	-1	-0.0	-999	-999	2.657 	-999	-999	-999	1.808 	2.5163 	-999	-999	2.3477 	3.4447 	-999	-999	122
72	M13b	circle	4	0.19	1	3 	 2.8823499679313453 	 3 	 1.0	0.0	3.0	0	1	-1	-1	-0.0	-999	-999	2.0717 	3.0352 	-999	-999	1.7811 	2.7751 	3.6372 	-999	2.2285 	3.5177 	-999	-999	83
73	M13b	circle	8	0.18	1	0 	 2.762552945198633 	 2 	 1.0	7.0	5.0	2	1	-1	-1	-999	-999	3.0	1.9865 	3.0424 	-999	-999	2.0581 	2.9642 	-999	-999	2.4296 	2.9661 	-999	-999	145
74	M13b	circle	4	0.75	-1	0 	 2.6778049843410474 	 3 	 2.0	2.0	0.0	2	-1	1	-1	-999	-999	2.0	1.762 	3.204 	-999	-999	1.7454 	2.9013 	-999	-999	2.6167 	3.1778 	-999	-999	69
75	M13b	circle	4	0.62	-1	3 	 2.8893464017958976 	 2 	 3.0	2.0	3.0	2	-1	1	-1	-999	-999	0.0	1.9723 	3.1877 	-999	-999	1.7119 	2.386 	3.2322 	-999	2.111 	3.3863 	-999	-999	83
76	M13b	circle	4	0.19	1	0 	 2.710970496672732 	 2 	 2.0	0.0	0.0	0	1	-1	-1	2.0	-999	-999	2.5625 	3.6878 	-999	-999	2.1925 	3.6531 	-999	-999	2.6483 	3.5475 	-999	-999	72
77	M13b	circle	8	0.51	-1	3 	 2.7691090600291055 	 3 	 3.0	1.0	5.0	1	-1	1	-1	-999	-0.0	-999	1.7282 	2.4146 	3.0264 	-999	1.7918 	2.7851 	3.7611 	-999	1.9651 	3.4553 	-999	-999	146
78	M13b	circle	8	0.13	1	0 	 2.7365346045609895 	 3 	 1.0	0.0	3.0	0	1	-1	-1	1.0	-999	-999	2.3492 	3.5783 	-999	-999	2.0617 	3.0841 	-999	-999	1.8877 	2.5731 	3.0782 	-999	144
79	M13b	circle	4	0.62	1	3 	 2.2043453609586154 	 2 	 0.0	2.0	0.0	0	1	-1	-1	0.0	-999	-999	2.5799 	-999	-999	-999	1.7625 	3.1278 	-999	-999	2.642 	-999	-999	-999	61
80	M13b	circle	4	0.62	1	3 	 2.401189912246431 	 2 	 0.0	2.0	2.0	1	1	-1	-1	-999	0.0	-999	2.0548 	3.2452 	-999	-999	1.8466 	2.8144 	-999	-999	1.8514 	2.9965 	-999	-999	61
81	M13b	circle	8	0.51	1	0 	 2.2873500317820072 	 3 	 5.0	7.0	5.0	2	1	-1	-1	-999	-999	-3.0	2.2665 	3.1865 	-999	-999	2.071 	3.3842 	-999	-999	2.3294 	2.9726 	-999	-999	115
82	M13b	circle	8	0.22	1	3 	 2.322664436033188 	 3 	 4.0	4.0	4.0	1	1	-1	-1	-999	0.0	-999	2.4371 	-999	-999	-999	2.2659 	3.3926 	-999	-999	1.8807 	3.2279 	-999	-999	117
83	M13b	circle	8	0.42	-1	0 	 2.8406089883687526 	 3 	 6.0	0.0	5.0	2	-1	1	-1	-999	-999	3.0	2.6918 	3.501 	-999	-999	1.8988 	2.9234 	4.0547 	-999	2.5768 	3.9397 	-999	-999	149
84	M13b	circle	8	0.13	1	0 	 2.7724252122536184 	 3 	 3.0	3.0	2.0	0	1	-1	-1	1.0	-999	-999	1.8517 	2.8417 	3.7681 	-999	2.2419 	3.5128 	-999	-999	2.3061 	3.7085 	-999	-999	146
85	M13b	circle	8	0.22	-1	3 	 2.608811469622163 	 3 	 1.0	1.0	3.0	0	-1	1	-1	-0.0	-999	-999	2.653 	3.563 	-999	-999	1.7764 	2.5188 	3.1478 	-999	2.2106 	3.2968 	-999	-999	137
86	M13b	circle	4	0.47	1	0 	 2.606103908322205 	 3 	 1.0	2.0	3.0	1	1	-1	-1	-999	-2.0	-999	2.0927 	2.7327 	-999	-999	2.1277 	2.9788 	-999	-999	1.716 	2.5003 	3.5955 	-999	69
87	M13b	circle	8	0.18	-1	3 	 2.634516745718774 	 2 	 6.0	7.0	4.0	0	-1	1	-1	0.0	-999	-999	2.3864 	3.0754 	-999	-999	2.6147 	3.8517 	-999	-999	2.4168 	3.6199 	-999	-999	138
88	M13b	circle	4	0.33	1	3 	 2.464535568275032 	 3 	 2.0	1.0	0.0	2	1	-1	-1	-999	-999	-0.0	1.9397 	2.5225 	3.9697 	-999	2.6792 	-999	-999	-999	2.6579 	-999	-999	-999	64
89	M13b	circle	4	0.61	1	3 	 2.5844299387157705 	 3 	 3.0	3.0	2.0	2	1	-1	-1	-999	-999	0.0	1.7946 	2.9485 	-999	-999	1.8616 	2.7624 	-999	-999	2.5461 	3.3769 	-999	-999	71
90	M13b	circle	4	0.75	-1	0 	 2.4894389143426467 	 3 	 2.0	0.0	1.0	1	-1	1	-1	-999	-2.0	-999	2.172 	2.9511 	-999	-999	1.8697 	3.0171 	-999	-999	1.7303 	2.29 	3.6825 	-999	65
91	M13b	circle	4	0.47	-1	0 	 2.2479973270068516 	 3 	 2.0	2.0	1.0	0	-1	1	-1	-2.0	-999	-999	2.1074 	2.8774 	-999	-999	2.2364 	3.1397 	-999	-999	2.4403 	-999	-999	-999	60
92	M13b	circle	4	0.77	-1	3 	 2.2576441086243104 	 2 	 1.0	0.0	3.0	2	-1	1	-1	-999	-999	-0.0	2.5369 	-999	-999	-999	2.3063 	3.6306 	-999	-999	2.6248 	-999	-999	-999	59
93	M13b	circle	4	0.19	-1	3 	 2.479520887459938 	 3 	 0.0	0.0	2.0	1	-1	1	-1	-999	-0.0	-999	2.0089 	2.5297 	3.7088 	-999	2.408 	3.227 	-999	-999	1.9297 	2.8045 	-999	-999	65
94	M13b	circle	8	0.13	-1	0 	 2.619407814548513 	 3 	 5.0	6.0	5.0	0	-1	1	-1	-1.0	-999	-999	1.8485 	2.9471 	-999	-999	1.8834 	2.4743 	3.1483 	-999	2.3917 	3.0458 	-999	-999	136
95	M13b	circle	8	0.59	-1	0 	 2.4191627443892245 	 2 	 7.0	4.0	3.0	0	-1	1	-1	-1.0	-999	-999	2.5198 	-999	-999	-999	2.0649 	2.9717 	-999	-999	1.813 	3.0643 	-999	-999	125
